availability,location,total_sqft,bath,balcony,price,bhk,price_per_sqft,price_category,estimated_monthly_rent,annual_rent,rental_yield,future_price_5yr,roi_5yr,sqft_scaled,price_sqft_scaled,investment_score
Ready To Move,other,450.0,1.0,1.0,20.0,1,4444.444444444444,Budget,10000.0,120000.0,6.0,26.764511552000005,33.822557760000024,0.0028861694758716234,0.023703457701592816,0.3922503186048859
Ready To Move,other,4000.0,5.0,,680.0,5,17000.0,Luxury,340000.0,4080000.0,6.0,909.9933927680001,33.822557760000024,0.07119218040483337,0.09495975168925391,0.4047314075671985
Ready To Move,Raja Rajeshwari Nagar,1571.0,3.0,3.0,53.12,3,3381.285805219605,Mid-Range,26560.0,318720.0,6.0,71.08654268211201,33.822557760000024,0.02445547602555222,0.01766973468416678,0.40760539174166466
Ready To Move,Sarjapur  Road,1691.0,3.0,2.0,119.0,3,7037.25606150207,Premium,59500.0,714000.0,6.0,159.24884373440003,33.822557760000024,0.02676441160624952,0.038418389750770957,0.40069129106344137
19-Dec,Kanakapura,1489.0,2.0,1.0,70.0,3,4701.141705842848,Mid-Range,35000.0,420000.0,6.0,93.67579043200001,33.822557760000024,0.0228777033787424,0.02516028654863962,0.4036625074077896
Ready To Move,Kengeri Satellite Town,800.0,2.0,1.0,32.0,2,4000.0,Budget,16000.0,192000.0,6.0,42.82321848320001,33.822557760000024,0.009620564919572076,0.021181111011764103,0.3972998945470376
Ready To Move,Jalahalli,980.0,2.0,2.0,60.0,3,6122.448979591837,Mid-Range,30000.0,360000.0,6.0,80.29353465600002,33.82255776000003,0.013083968290618024,0.03322660336727264,0.39455973962746177
Ready To Move,Bannerghatta Road,1215.0,2.0,1.0,65.0,2,5349.794238683127,Mid-Range,32500.0,390000.0,6.0,86.98466254400002,33.822557760000024,0.017605633802816902,0.02884157132902167,0.3990267517500815
Ready To Move,Electronic City Phase II,911.0,2.0,1.0,26.5,2,2908.8913282107574,Budget,13250.0,159000.0,6.0,35.462977806400005,33.82255776000002,0.01175633033171708,0.014988763732069359,0.4010582927062025
Ready To Move,Bellandur,1535.0,3.0,,90.0,3,5863.192182410424,Mid-Range,45000.0,540000.0,6.0,120.44030198400003,33.82255776000003,0.02376279535134303,0.03175524843785385,0.4015555778356643
Ready To Move,R.T. Nagar,1500.0,2.0,1.0,70.0,3,4666.666666666667,Mid-Range,35000.0,420000.0,6.0,93.67579043200001,33.822557760000024,0.023089355806972987,0.024964631046507174,0.403867761065581
Ready To Move,Brookefield,1588.0,2.0,3.0,58.0,2,3652.3929471032748,Mid-Range,29000.0,348000.0,6.0,77.61708350080002,33.82255776000004,0.024782575232817673,0.019208343638484976,0.4071862076842966
17-Sep,Kannamangala,957.0,2.0,2.0,56.0,2,5851.619644723093,Mid-Range,28000.0,336000.0,6.0,74.94063234560002,33.82255776000004,0.01264142230431771,0.031689571045564593,0.3949090249643648
18-Aug,Electronic City Phase II,1200.0,2.0,1.0,34.65,2,2887.5,Budget,17325.0,207900.0,6.0,46.369516263840005,33.822557760000024,0.01731701685522974,0.014867361953786611,0.4044432653316232
Ready To Move,other,1495.0,2.0,2.0,52.33,3,3500.334448160535,Mid-Range,26165.0,313980.0,6.0,70.02934447580802,33.82255776000004,0.022993150157777264,0.018345369072680754,0.4064577424655941
Ready To Move,Bisuvanahalli,845.0,2.0,0.0,34.0,2,4023.6686390532545,Budget,17000.0,204000.0,6.0,45.49966963840001,33.822557760000024,0.010486415762333563,0.02131543716684374,0.3977656745906627
Ready To Move,Padmanabhanagar,3000.0,4.0,2.0,350.0,4,11666.666666666666,Luxury,175000.0,2100000.0,6.0,468.3789521600001,33.822557760000024,0.051951050565689216,0.06469159141130937,0.40529399377488984
Ready To Move,Sarjapur  Road,2206.0,4.0,1.0,180.0,3,8159.564823209429,Premium,90000.0,1080000.0,6.0,240.88060396800006,33.82255776000003,0.036673593473408754,0.04478780627840217,0.40408903357268444
Ready To Move,Kasavanhalli,1181.0,2.0,1.0,61.0,2,5165.114309906859,Mid-Range,30500.0,366000.0,6.0,81.63176023360002,33.82255776000003,0.016951435388286,0.027793461013211767,0.39905347682768694
Ready To Move,Sarjapur  Road,1309.0,2.0,3.0,69.5,2,5309.396485867074,Mid-Range,34750.0,417000.0,6.0,93.00667764320002,33.82255776000003,0.019414300007696454,0.028612302768314467,0.4002036588972921
Ready To Move,Horamavu Agara,1400.0,3.0,3.0,63.0,3,4500.0,Mid-Range,31500.0,378000.0,6.0,84.30821138880002,33.822557760000024,0.02116524282305857,0.024018751037821404,0.4030916452787066
Ready To Move,other,1650.0,5.0,1.0,450.0,5,27272.727272727272,Luxury,225000.0,2700000.0,6.0,602.2015099200001,33.82255776000003,0.02597552528284461,0.15326035586097664,0.3542811728253162
Ready To Move,Kanakpura Road,1622.0,3.0,,95.0,3,5856.966707768187,Mid-Range,47500.0,570000.0,6.0,127.13142987200003,33.822557760000024,0.025436773647348573,0.031719917125801814,0.40257409733808847
18-Apr,CV Raman Nagar,1225.0,2.0,2.0,48.0,2,3918.3673469387754,Budget,24000.0,288000.0,6.0,64.23482772480001,33.822557760000024,0.017798045101208342,0.020717822844244543,0.4023916979230272
Ready To Move,other,1719.0,3.0,3.0,95.0,3,5526.468877254218,Mid-Range,47500.0,570000.0,6.0,127.13142987200003,33.822557760000024,0.027303163241745556,0.029844249381018737,0.4044441981926399
Ready To Move,Abbigere,995.0,2.0,1.0,40.8,2,4100.5025125628135,Budget,20399.999999999996,244799.99999999994,5.999999999999999,54.599603566080006,33.822557760000024,0.013372585238205188,0.021751490916499236,0.39932295477632346
Ready To Move,Mahadevpura,1120.0,2.0,2.0,53.0,2,4732.142857142857,Mid-Range,26500.0,318000.0,6.0,70.92595561280001,33.82255776000002,0.01577772646809821,0.02533622676420515,0.3993321451751769
Ready To Move,Bellandur,1047.0,2.0,1.0,75.0,2,7163.323782234957,Mid-Range,37500.0,450000.0,6.0,100.36691832000002,33.82255776000003,0.014373123989840683,0.03913385937146187,0.39297033064531967
18-Apr,Devanahalli,1466.0,3.0,3.0,59.96,3,4090.0409276944065,Mid-Range,29980.0,359760.0,6.0,80.24000563289601,33.822557760000024,0.022435157392442083,0.021692118492582062,0.40478424703843247
18-Dec,Sarjapur  Road,1691.0,3.0,2.0,100.0,3,5913.660555884092,Mid-Range,50000.0,600000.0,6.0,133.82255776000002,33.822557760000024,0.02676441160624952,0.03204167059109163,0.40324197872731304
20-Dec,Chandapura,876.0,2.0,2.0,28.47,2,3250.0,Budget,14235.0,170820.0,6.0,38.09928219427201,33.82255776000003,0.011082890787347033,0.016924650972678153,0.39987987408333703
18-May,CV Raman Nagar,1659.0,3.0,1.0,135.0,3,8137.4321880651,Premium,67500.0,810000.0,6.0,180.66045297600004,33.82255776000003,0.02614869545139691,0.044662197375666825,0.39782433832057146
Ready To Move,Whitefield,1270.0,2.0,1.0,105.0,2,8267.71653543307,Premium,52500.0,630000.0,6.0,140.51368564800003,33.82255776000003,0.01866389594396983,0.04540159753338704,0.3930376985530271
Ready To Move,8th Phase JP Nagar,1269.0,2.0,3.0,50.75,3,3999.211977935382,Mid-Range,25375.0,304500.0,6.0,67.91494806320001,33.822557760000024,0.018644654814130687,0.02117663876586015,0.40271613738213435
Ready To Move,Kammanahalli,1200.0,3.0,2.0,80.0,2,6666.666666666667,Mid-Range,40000.0,480000.0,6.0,107.05804620800002,33.822557760000024,0.01731701685522974,0.03631519115073637,0.39586413365284334
Ready To Move,Budigere,1153.0,2.0,2.0,56.5,2,4900.260190806592,Mid-Range,28250.0,339000.0,6.0,75.60974513440001,33.822557760000024,0.016412683752789963,0.02629033971436164,0.3993314743659293
Ready To Move,Whitefield,1315.0,2.0,2.0,69.5,2,5285.171102661597,Mid-Range,34750.0,417000.0,6.0,93.00667764320002,33.82255776000003,0.019529746786731316,0.02847481693425359,0.4003279212983374
Ready To Move,Hebbal Kempapura,2485.0,4.0,2.0,198.0,4,7967.806841046277,Premium,99000.0,1188000.0,6.0,264.9686643648001,33.82255776000004,0.04204186869852997,0.043699526027397885,0.40774531080815885
Ready To Move,Tumkur Road,1354.0,3.0,1.0,85.86,3,6341.211225997045,Mid-Range,42930.0,515160.0,6.0,114.90004809273603,33.82255776000003,0.02028015085045794,0.0344681403804519,0.39838083435809407
Ready To Move,Whitefield,1344.0,3.0,1.0,130.0,4,9672.619047619048,Premium,65000.0,780000.0,6.0,173.96932508800003,33.822557760000024,0.020087739552066497,0.053374812735961806,0.3907027186368552
Ready To Move,Yelahanka,1180.0,2.0,1.0,55.0,2,4661.016949152542,Mid-Range,27500.0,330000.0,6.0,73.60240676800001,33.82255776000002,0.016932194258446855,0.02493256731739918,0.4001862896281085
18-Apr,Jalahalli,1313.0,2.0,2.0,68.0,2,5178.979436405179,Mid-Range,34000.0,408000.0,6.0,90.99933927680001,33.822557760000024,0.019491264527053027,0.027872149489047728,0.40054589892061276
Ready To Move,Nehru Nagar,1100.0,2.0,2.0,50.0,2,4545.454545454545,Budget,25000.0,300000.0,6.0,66.91127888000001,33.822557760000024,0.015392903871315325,0.02427671831291752,0.3995250549976222
Ready To Move,Basaveshwara Nagar,1200.0,3.0,0.0,190.0,3,15833.333333333334,Premium,95000.0,1140000.0,6.0,254.26285974400005,33.822557760000024,0.01731701685522974,0.08833859162845355,0.3750547734617564
Ready To Move,Vishwapriya Layout,890.0,2.0,3.0,37.0,2,4157.303370786517,Budget,18500.0,222000.0,6.0,49.51434637120001,33.82255776000003,0.01135226660509505,0.022073851694119212,0.3979818192854094
20-Dec,Whitefield,1173.0,2.0,1.0,78.2,2,6666.666666666667,Mid-Range,39100.0,469200.0,6.0,104.64924016832002,33.822557760000024,0.016797506349572847,0.03631519115073637,0.39555242734944923
Ready To Move,other,1190.0,2.0,1.0,55.0,2,4621.848739495798,Mid-Range,27500.0,330000.0,6.0,73.60240676800001,33.82255776000002,0.0171246055568383,0.024710276758457217,0.4003906526307201
Ready To Move,Green Glen Layout,1250.0,2.0,0.0,75.0,2,6000.0,Mid-Range,37500.0,450000.0,6.0,100.36691832000002,33.82255776000003,0.018279073347186946,0.0325316711159933,0.3979547755619149
19-Dec,Hoodi,1644.0,3.0,3.0,80.51,3,4897.20194647202,Mid-Range,40255.00000000001,483060.0000000001,6.000000000000001,107.74054125257602,33.822557760000024,0.025860078503809742,0.02627298332129515,0.40500685377376777
Ready To Move,Yelahanka New Town,1740.0,3.0,2.0,150.0,3,8620.689655172413,Premium,75000.0,900000.0,6.0,200.73383664000005,33.82255776000003,0.027707226968367586,0.04740481883877639,0.39766240864551006
Ready To Move,Jakkur,1710.0,3.0,2.0,110.0,3,6432.748538011696,Premium,55000.0,660000.0,6.0,147.20481353600002,33.82255776000002,0.02712999307319326,0.034987640261352836,0.4022829397393749
18-Feb,Hebbal,1662.0,3.0,2.0,155.0,3,9326.113116726836,Premium,77500.0,930000.0,6.0,207.42496452800003,33.822557760000024,0.026206418840914337,0.051408294538429836,0.3951605334891767
Ready To Move,other,1162.0,2.0,1.0,48.0,2,4130.808950086059,Budget,24000.0,288000.0,6.0,64.23482772480001,33.822557760000024,0.01658585392134226,0.021923488436825567,0.40118211697807515
Ready To Move,Whitefield,1362.0,2.0,3.0,85.0,2,6240.822320117474,Mid-Range,42500.0,510000.0,6.0,113.74917409600002,33.822557760000024,0.020434079889171092,0.03389840522545996,0.3987010858433187
Ready To Move,other,540.0,1.0,1.0,22.5,1,4166.666666666667,Budget,11250.0,135000.0,6.0,30.110075496000007,33.82255776000003,0.004617871161394597,0.022126991020449873,0.3939199262886568
18-Nov,Thanisandra,1533.0,3.0,0.0,75.885,3,4950.097847358122,Mid-Range,37942.50000000001,455310.0000000001,6.000000000000001,101.55124795617603,33.822557760000024,0.023724313091664742,0.026573182372432676,0.4036053149060258
Ready To Move,Sarjapur  Road,1250.0,4.0,,135.0,4,10800.0,Premium,67500.0,810000.0,6.0,180.66045297600004,33.82255776000003,0.018279073347186946,0.059773015366143385,0.38705823786185484
Ready To Move,Begur Road,1410.0,2.0,3.0,54.99,3,3900.0,Mid-Range,27495.0,329940.0,6.0,73.58902451222401,33.822557760000024,0.021357654121450013,0.020613583006552645,0.404569159270249
Ready To Move,Chikka Tirupathi,2665.0,5.0,3.0,125.0,4,4690.431519699812,Premium,62500.0,750000.0,6.0,167.27819720000002,33.82255776000002,0.04550527206957592,0.025099503242867617,0.4172633619445985
Ready To Move,other,970.0,2.0,0.0,45.0,2,4639.1752577319585,Budget,22500.0,270000.0,6.0,60.220150992000015,33.82255776000003,0.012891556992226584,0.024808609601775496,0.39781149035462576
Ready To Move,Uttarahalli,1200.0,4.0,3.0,155.0,4,12916.666666666666,Premium,77500.0,930000.0,6.0,207.42496452800003,33.822557760000024,0.01731701685522974,0.07178569147645263,0.3816759335225568
18-Dec,Haralur Road,1810.0,3.0,2.0,97.83,3,5404.972375690608,Mid-Range,48915.0,586980.0,6.0,130.91860825660802,33.822557760000024,0.029054106057107672,0.02915472270929307,0.4057705745505474
Ready To Move,other,1084.0,2.0,1.0,51.0,2,4704.79704797048,Mid-Range,25500.0,306000.0,6.0,68.24950445760001,33.822557760000024,0.015085045793889019,0.025181031638900227,0.39897861482077335
Ready To Move,other,1500.0,3.0,2.0,85.0,3,5666.666666666667,Mid-Range,42500.0,510000.0,6.0,113.74917409600002,33.822557760000024,0.023089355806972987,0.030639911098621773,0.4015976490447351
Ready To Move,Uttarahalli,1328.0,2.0,1.0,56.0,3,4216.8674698795185,Mid-Range,28000.0,336000.0,6.0,74.94063234560002,33.82255776000004,0.01977988147464019,0.0224118946375239,0.4029031710297746
Ready To Move,Marathahalli,1485.0,2.0,2.0,90.0,3,6060.606060606061,Mid-Range,45000.0,540000.0,6.0,120.44030198400003,33.82255776000003,0.022800738859385824,0.032875627482788126,0.40053019232251624
Ready To Move,Pai Layout,1500.0,2.0,2.0,58.0,3,3866.6666666666665,Mid-Range,29000.0,348000.0,6.0,77.61708350080002,33.82255776000004,0.023089355806972987,0.02042440700481549,0.4056838506822576
Ready To Move,R.T. Nagar,1100.0,2.0,2.0,85.0,2,7727.272727272727,Mid-Range,42500.0,510000.0,6.0,113.74917409600002,33.822557760000024,0.015392903871315325,0.04233442756964579,0.3923019712949309
Ready To Move,other,1360.0,2.0,2.0,73.0,3,5367.64705882353,Mid-Range,36500.0,438000.0,6.0,97.69046716480003,33.82255776000004,0.020395597629492803,0.028942891083038488,0.40066020214448034
Ready To Move,1st Phase JP Nagar,900.0,2.0,1.0,75.0,2,8333.333333333334,Mid-Range,37500.0,450000.0,6.0,100.36691832000002,33.82255776000003,0.011544677903486494,0.04577399123759404,0.3886172102470543
Ready To Move,Electronic City Phase II,1031.0,2.0,1.0,54.48,2,5284.190106692531,Mid-Range,27240.0,326880.0,6.0,72.90652946764801,33.82255776000003,0.014065265912414377,0.028469249507399146,0.39705145974448897
20-Aug,Whitefield,955.0,2.0,0.0,38.19,2,3998.952879581152,Budget,19095.0,229140.0,6.0,51.10683480854401,33.822557760000024,0.01260294004463942,0.021175168310138853,0.39909169670272815
Ready To Move,Uttarahalli,1040.0,2.0,2.0,36.4,2,3500.0,Budget,18200.0,218400.0,6.0,48.71141102464001,33.822557760000024,0.014238436080966674,0.018343470985706805,0.4012056732542973
Ready To Move,KR Puram,2800.0,6.0,1.0,110.0,7,3928.5714285714284,Premium,55000.0,660000.0,6.0,147.20481353600002,33.82255776000002,0.04810282459786038,0.020775733865184488,0.42055140121264245
Ready To Move,Kothannur,1404.0,2.0,1.0,56.15,3,3999.287749287749,Mid-Range,28075.0,336900.0,6.0,75.14136618224002,33.82255776000004,0.021242207342415147,0.021177068789504764,0.4042744968896472
Ready To Move,Haralur Road,1200.0,2.0,2.0,46.0,2,3833.3333333333335,Budget,23000.0,276000.0,6.0,61.558376569600014,33.82255776000003,0.01731701685522974,0.02023523100307834,0.40229611771190654
Ready To Move,Yelahanka,1267.0,3.0,1.0,78.0,2,6156.274664561957,Mid-Range,39000.0,468000.0,6.0,104.38159505280002,33.822557760000024,0.018606172554452398,0.03341857360243268,0.3977962740916984
Ready To Move,Bannerghatta Road,1510.0,2.0,3.0,110.0,3,7284.76821192053,Premium,55000.0,660000.0,6.0,147.20481353600002,33.82255776000002,0.023281767105364427,0.03982309052069683,0.39803982405493993
21-Sep,Kanakpura Road,900.0,2.0,1.0,42.0,2,4666.666666666667,Budget,21000.0,252000.0,6.0,56.20547425920001,33.822557760000024,0.011544677903486494,0.024964631046507174,0.3969409543234891
Ready To Move,Whitefield,1457.0,2.0,2.0,105.0,3,7206.588881262869,Premium,52500.0,630000.0,6.0,140.51368564800003,33.82255776000003,0.022261987223889786,0.039379400924927734,0.39760543196436277
Ready To Move,Iblur Village,3596.0,4.0,2.0,268.0,4,7452.725250278087,Luxury,134000.0,1608000.0,6.0,358.64445479680006,33.822557760000024,0.06341876394981913,0.04077629375009972,0.42174074086985164
19-Mar,8th Phase JP Nagar,1408.0,3.0,2.0,80.0,3,5681.818181818182,Mid-Range,40000.0,480000.0,6.0,107.05804620800002,33.822557760000024,0.021319171861771725,0.03072590019032048,0.4005011430409348
Ready To Move,Dodda Nekkundi,1005.0,2.0,2.0,45.0,2,4477.611940298508,Budget,22500.0,270000.0,6.0,60.220150992000015,33.82255776000003,0.013564996536596631,0.023891692529191974,0.39858232091028123
Ready To Move,other,30400.0,4.0,2.0,1824.0,6,6000.0,,912000.0,10944000.0,6.0,2440.9234535424007,33.82255776000004,0.579158008158239,0.0325316711159933,0.7344821364485461
Ready To Move,other,1182.0,2.0,1.0,64.0,2,5414.551607445009,Mid-Range,32000.0,384000.0,6.0,85.64643696640002,33.822557760000024,0.016970676518125144,0.029209087532183407,0.39849877089800173
18-May,Talaghattapura,2038.5,3.0,0.0,122.0,3,5984.792739759627,Premium,61000.0,732000.0,6.0,163.26352046720004,33.82255776000003,0.03345070422535211,0.032445365655303794,0.40709227627308975
Ready To Move,Sarjapur  Road,1367.0,2.0,0.0,80.0,2,5852.231163130944,Mid-Range,40000.0,480000.0,6.0,107.05804620800002,33.822557760000024,0.020530285538366812,0.03169304158378617,0.39964095468950567
Ready To Move,Sarjapur  Road,1565.0,3.0,2.0,78.0,3,4984.025559105431,Mid-Range,39000.0,468000.0,6.0,104.38159505280002,33.822557760000024,0.024340029246517354,0.026765731638126074,0.40389772489265996
18-Feb,Whitefield,1720.0,3.0,2.0,128.0,3,7441.860465116279,Premium,64000.0,768000.0,6.0,171.29287393280003,33.822557760000024,0.0273224043715847,0.0407146330516004,0.4001075894023107
Ready To Move,Doddathoguru,1107.0,2.0,3.0,44.0,2,3974.706413730804,Budget,22000.0,264000.0,6.0,58.881925414400015,33.82255776000003,0.015527591780189334,0.021037562826164095,0.40090152993764794
20-Jan,Yelahanka,1360.0,2.0,1.0,78.19,2,5749.264705882353,Mid-Range,39095.0,469140.0,6.0,104.63585791254401,33.82255776000002,0.020395597629492803,0.03110867810292634,0.39979388733652516
18-Jan,Anekal,625.0,1.0,1.0,25.0,2,4000.0,Budget,12500.0,150000.0,6.0,33.455639440000006,33.822557760000024,0.0062533671977218494,0.021181111011764103,0.3952795759139275
Ready To Move,Jalahalli,1701.0,2.0,2.0,145.0,2,8524.397413286302,Premium,72500.0,870000.0,6.0,194.04270875200004,33.822557760000024,0.02695682290464096,0.04685833339922675,0.3974307603830939
Ready To Move,other,1350.0,1.0,0.0,120.0,3,8888.888888888889,Premium,60000.0,720000.0,6.0,160.58706931200004,33.82255776000003,0.020203186331101363,0.04892692459987993,0.3925511419587089
Ready To Move,Hosa Road,1016.0,2.0,1.0,39.95,2,3932.086614173229,Budget,19975.000000000004,239700.00000000006,6.000000000000001,53.46211182512001,33.822557760000024,0.013776648964827214,0.020795683527909867,0.39994771596773243
Ready To Move,other,1500.0,3.0,1.0,90.0,3,6000.0,Mid-Range,45000.0,540000.0,6.0,120.44030198400003,33.82255776000003,0.023089355806972987,0.0325316711159933,0.4008409450377865
Ready To Move,Akshaya Nagar,900.0,2.0,1.0,45.0,2,5000.0,Budget,22500.0,270000.0,6.0,60.220150992000015,33.82255776000003,0.011544677903486494,0.026856391063878705,0.3961842503165404
Ready To Move,Sanjay nagar,1500.0,3.0,1.0,150.0,3,10000.0,Premium,75000.0,900000.0,6.0,200.73383664000005,33.82255776000003,0.023089355806972987,0.055232791324451705,0.3917604969544031
Ready To Move,other,2292.0,2.0,1.0,285.0,3,12434.554973821989,Luxury,142500.0,1710000.0,6.0,381.3942896160001,33.82255776000003,0.03832833063957515,0.06904957260316003,0.39537716934248107
Ready To Move,Kereguddadahalli,1280.0,3.0,1.0,42.0,3,3281.25,Budget,21000.0,252000.0,6.0,56.20547425920001,33.822557760000024,0.018856307242361273,0.017102003474306734,0.4044729829556941
Ready To Move,other,1750.0,4.0,2.0,263.0,4,15028.57142857143,Luxury,131500.0,1578000.0,6.0,351.9533269088001,33.82255776000003,0.027899638266759026,0.08377134244365655,0.3832312459825928
Ready To Move,Electronic City,1500.0,2.0,1.0,70.0,3,4666.666666666667,Mid-Range,35000.0,420000.0,6.0,93.67579043200001,33.822557760000024,0.023089355806972987,0.024964631046507174,0.403867761065581
Ready To Move,Electronic City,1500.0,2.0,1.0,64.5,3,4300.0,Mid-Range,32250.0,387000.0,6.0,86.31554975520002,33.82255776000004,0.023089355806972987,0.022883695027398485,0.4047001354732244
Ready To Move,Gottigere,1245.0,2.0,2.0,59.0,2,4738.955823293173,Mid-Range,29500.0,354000.0,6.0,78.95530907840002,33.82255776000003,0.018182867697991226,0.025374892255093772,0.40075976371675726
Ready To Move,Yelahanka,1025.0,2.0,1.0,44.0,2,4292.682926829269,Budget,22000.0,264000.0,6.0,58.881925414400015,33.82255776000003,0.013949819133379511,0.02284216858799277,0.3992330240448306
Ready To Move,other,1945.0,3.0,2.0,135.0,3,6940.874035989717,Premium,67500.0,810000.0,6.0,180.66045297600004,33.82255776000003,0.03165165858539213,0.0378713947639983,0.40384243724563595
Ready To Move,Rajaji Nagar,1640.0,3.0,3.0,245.0,3,14939.024390243903,Luxury,122500.0,1470000.0,6.0,327.86526651200006,33.822557760000024,0.025783113984453165,0.08326313792331042,0.38216461322134776
Ready To Move,Hegde Nagar,1348.0,2.0,2.0,80.5,3,5971.810089020772,Mid-Range,40250.0,483000.0,6.0,107.72715899680003,33.82255776000003,0.020164704071423074,0.032371685476542,0.39915014825223705
Ready To Move,Tindlu,1100.0,2.0,2.0,55.0,2,5000.0,Mid-Range,27500.0,330000.0,6.0,73.60240676800001,33.82255776000002,0.015392903871315325,0.026856391063878705,0.3984931858972377
Ready To Move,Kammasandra,1616.0,3.0,3.0,40.0,3,2475.2475247524753,Budget,20000.0,240000.0,6.0,53.52902310400001,33.822557760000024,0.025321326868313707,0.012527713704579465,0.4101817106391564
Ready To Move,Yeshwanthpur,1855.0,3.0,3.0,135.0,3,7277.628032345014,Premium,67500.0,810000.0,6.0,180.66045297600004,33.82255776000003,0.02991995689986916,0.03978256800198338,0.4020389469391282
Ready To Move,Hennur,1255.0,2.0,2.0,56.5,2,4501.99203187251,Mid-Range,28250.0,339000.0,6.0,75.60974513440001,33.822557760000024,0.01837527899638267,0.024030056376570637,0.40141314484720136
Ready To Move,HAL 2nd Stage,2040.0,4.0,1.0,500.0,5,24509.803921568626,Luxury,250000.0,3000000.0,6.0,669.1127888000001,33.82255776000002,0.033479565920110824,0.13757999208062435,0.3650557427198168
Ready To Move,5th Phase JP Nagar,2400.0,4.0,1.0,228.0,4,9500.0,Luxury,114000.0,1368000.0,6.0,305.1154316928001,33.82255776000004,0.04040637266220272,0.05239515129839441,0.4032857630779639
Ready To Move,Kothanur,1195.0,2.0,2.0,59.0,2,4937.238493723849,Mid-Range,29500.0,354000.0,6.0,78.95530907840002,33.82255776000003,0.01722081120603402,0.026500201939269,0.3997324059479128
Ready To Move,Bannerghatta Road,1022.0,2.0,1.0,35.0,2,3424.6575342465753,Budget,17500.0,210000.0,6.0,46.83789521600001,33.822557760000024,0.01389209574386208,0.017915881392739266,0.4011689048892216
Ready To Move,Dodda Nekkundi,1264.0,2.0,,52.0,2,4113.9240506329115,Mid-Range,26000.0,312000.0,6.0,69.58773003520001,33.822557760000024,0.018548449164934967,0.02182766190377716,0.40239800473745013
Ready To Move,Chamrajpet,1650.0,3.0,2.0,115.0,3,6969.69696969697,Premium,57500.0,690000.0,6.0,153.89594142400003,33.822557760000024,0.02597552528284461,0.038034972984710494,0.40037132597582265
Ready To Move,Abbigere,1020.0,2.0,1.0,40.8,2,3999.9999999999995,Budget,20399.999999999996,244799.99999999994,5.999999999999999,54.599603566080006,33.822557760000024,0.013853613484183791,0.021181111011764103,0.39983972368580467
Ready To Move,Sarjapur  Road,4395.0,4.0,2.0,242.0,4,5506.257110352673,Luxury,121000.0,1452000.0,6.0,323.85058977920005,33.822557760000024,0.07879242669129531,0.02972954194350441,0.43538363923737544
Ready To Move,Bommasandra,950.0,2.0,1.0,25.0,2,2631.5789473684213,Budget,12500.0,150000.0,6.0,33.455639440000006,33.822557760000024,0.0125067343954437,0.013414938308870441,0.4021380653137181
18-Jul,other,2710.0,5.0,3.0,142.0,4,5239.852398523985,Premium,71000.0,852000.0,6.0,190.02803201920003,33.82255776000002,0.04637112291233741,0.02821762059667372,0.41653562550873297
Ready To Move,Hennur Road,1936.0,3.0,1.0,131.0,3,6766.528925619835,Premium,65500.0,786000.0,6.0,175.30755066560005,33.82255776000004,0.03147848841683983,0.03688193743693239,0.40413431807533096
Ready To Move,other,1075.0,2.0,2.0,58.0,2,5395.3488372093025,Mid-Range,29000.0,348000.0,6.0,77.61708350080002,33.82255776000004,0.014911875625336721,0.02910010643331936,0.3973070828018743
18-Apr,Hosur Road,1223.0,2.0,1.0,93.0,2,7604.251839738348,Mid-Range,46500.0,558000.0,6.0,124.45497871680003,33.82255776000003,0.017759562841530054,0.0416362495806285,0.3940012378726666
18-Dec,Whitefield,1500.0,3.0,1.0,61.9,3,4126.666666666667,Mid-Range,30950.0,371400.0,6.0,82.83616325344002,33.82255776000004,0.023089355806972987,0.02189997981836529,0.4050936215568377
Ready To Move,Hennur,1050.0,2.0,2.0,42.73,2,4069.5238095238096,Budget,21365.0,256380.0,6.0,57.18237893084801,33.82255776000003,0.014430847379358118,0.021575678101101597,0.4000282371871743
Ready To Move,7th Phase JP Nagar,2100.0,3.0,2.0,190.0,3,9047.619047619048,Premium,95000.0,1140000.0,6.0,254.26285974400005,33.822557760000024,0.03463403371045948,0.049827762703390184,0.4008493151449196
Ready To Move,Uttarahalli,1650.0,2.0,1.0,130.0,3,7878.787878787879,Premium,65000.0,780000.0,6.0,173.96932508800003,33.822557760000024,0.02597552528284461,0.043194318486632854,0.3983075877750537
Ready To Move,Whitefield,1495.0,2.0,1.0,78.0,2,5217.391304347826,Mid-Range,39000.0,468000.0,6.0,104.38159505280002,33.822557760000024,0.022993150157777264,0.028090147596947095,0.40255983105588755
Ready To Move,JP Nagar,1500.0,2.0,3.0,82.0,3,5466.666666666667,Mid-Range,41000.0,492000.0,6.0,109.73449736320002,33.822557760000024,0.023089355806972987,0.029504855088198854,0.40205167144890425
21-Jul,Koramangala,1605.0,3.0,2.0,260.0,3,16199.376947040499,Luxury,130000.0,1560000.0,6.0,347.93865017600007,33.822557760000024,0.02510967444008312,0.09041599164752977,0.378899408005038
Ready To Move,Whitefield,1270.0,2.0,2.0,52.0,2,4094.488188976378,Mid-Range,26000.0,312000.0,6.0,69.58773003520001,33.822557760000024,0.01866389594396983,0.021717357945822177,0.40251139438805306
Ready To Move,Kumaraswami Layout,1081.0,2.0,3.0,60.0,2,5550.416281221092,Mid-Range,30000.0,360000.0,6.0,80.29353465600002,33.82255776000003,0.015027322404371584,0.029980157605051867,0.3970243304006022
